,Product ID,Quarter,Week,Date,Weekly Demand
640,22B,Q2 99,4,1999-04-22,5105987.596157229
641,22B,Q2 99,5,1999-04-29,5105987.596157229
642,22B,Q2 99,6,1999-05-06,5105987.596157229
643,22B,Q2 99,7,1999-05-13,5105987.596157229
644,22B,Q2 99,8,1999-05-20,5105987.596157229
645,22B,Q2 99,9,1999-05-27,5570168.286716976
646,22B,Q2 99,10,1999-06-03,9283613.811194962
647,22B,Q2 99,11,1999-06-10,9283613.811194962
648,22B,Q2 99,12,1999-06-17,13925420.71679244
649,22B,Q2 99,13,1999-06-24,13925420.71679244
650,22B,Q3 99,1,1999-07-01,111647412.36
651,22B,Q3 99,2,1999-07-08,111647412.36
652,22B,Q3 99,3,1999-07-15,111647412.36
653,22B,Q3 99,4,1999-07-22,111647412.36
654,22B,Q3 99,5,1999-07-29,111647412.36
655,22B,Q3 99,6,1999-08-05,111647412.36
656,22B,Q3 99,7,1999-08-12,111647412.36
657,22B,Q3 99,8,1999-08-19,111647412.36
658,22B,Q3 99,9,1999-08-26,121797177.11999999
659,22B,Q3 99,10,1999-09-02,202995295.20000002
660,22B,Q3 99,11,1999-09-09,202995295.20000002
661,22B,Q3 99,12,1999-09-16,304492942.8
662,22B,Q3 99,13,1999-09-23,304492942.8
663,22B,Q4 99,1,1999-10-01,65907630.58
664,22B,Q4 99,2,1999-10-08,65907630.58
665,22B,Q4 99,3,1999-10-15,65907630.58
666,22B,Q4 99,4,1999-10-22,65907630.58
667,22B,Q4 99,5,1999-10-29,65907630.58
668,22B,Q4 99,6,1999-11-05,65907630.58
669,22B,Q4 99,7,1999-11-12,65907630.58
670,22B,Q4 99,8,1999-11-19,65907630.58
671,22B,Q4 99,9,1999-11-26,71899233.36
672,22B,Q4 99,10,1999-12-03,119832055.60000001
673,22B,Q4 99,11,1999-12-10,119832055.60000001
674,22B,Q4 99,12,1999-12-17,179748083.4
675,22B,Q4 99,13,1999-12-24,179748083.4
676,22B,Q1 00,1,2000-01-01,131578291.35
677,22B,Q1 00,2,2000-01-08,131578291.35
678,22B,Q1 00,3,2000-01-15,131578291.35
679,22B,Q1 00,4,2000-01-22,131578291.35
680,22B,Q1 00,5,2000-01-29,131578291.35
681,22B,Q1 00,6,2000-02-05,131578291.35
682,22B,Q1 00,7,2000-02-12,131578291.35
683,22B,Q1 00,8,2000-02-19,131578291.35
684,22B,Q1 00,9,2000-02-26,143539954.2
685,22B,Q1 00,10,2000-03-04,239233257.0
686,22B,Q1 00,11,2000-03-11,239233257.0
687,22B,Q1 00,12,2000-03-18,358849885.5
688,22B,Q1 00,13,2000-03-25,358849885.5
689,22B,Q2 00,1,2000-04-01,93509491.02
690,22B,Q2 00,2,2000-04-08,93509491.02
691,22B,Q2 00,3,2000-04-15,93509491.02
692,22B,Q2 00,4,2000-04-22,93509491.02
693,22B,Q2 00,5,2000-04-29,93509491.02
694,22B,Q2 00,6,2000-05-06,93509491.02
695,22B,Q2 00,7,2000-05-13,93509491.02
696,22B,Q2 00,8,2000-05-20,93509491.02
697,22B,Q2 00,9,2000-05-27,102010353.84
698,22B,Q2 00,10,2000-06-03,170017256.4
699,22B,Q2 00,11,2000-06-10,170017256.4
700,22B,Q2 00,12,2000-06-17,255025884.6
701,22B,Q2 00,13,2000-06-24,255025884.6
702,22B,Q3 00,1,2000-07-01,140730105.505
703,22B,Q3 00,2,2000-07-08,140730105.505
704,22B,Q3 00,3,2000-07-15,140730105.505
705,22B,Q3 00,4,2000-07-22,140730105.505
706,22B,Q3 00,5,2000-07-29,140730105.505
707,22B,Q3 00,6,2000-08-05,140730105.505
708,22B,Q3 00,7,2000-08-12,140730105.505
709,22B,Q3 00,8,2000-08-19,140730105.505
710,22B,Q3 00,9,2000-08-26,153523751.46
711,22B,Q3 00,10,2000-09-02,255872919.10000002
712,22B,Q3 00,11,2000-09-09,255872919.10000002
713,22B,Q3 00,12,2000-09-16,383809378.65
714,22B,Q3 00,13,2000-09-23,383809378.65
715,22B,Q4 00,1,2000-10-01,37398965.67
716,22B,Q4 00,2,2000-10-08,37398965.67
717,22B,Q4 00,3,2000-10-15,37398965.67
718,22B,Q4 00,4,2000-10-22,37398965.67
719,22B,Q4 00,5,2000-10-29,37398965.67
720,22B,Q4 00,6,2000-11-05,37398965.67
721,22B,Q4 00,7,2000-11-12,37398965.67
722,22B,Q4 00,8,2000-11-19,37398965.67
723,22B,Q4 00,9,2000-11-26,40798871.64
724,22B,Q4 00,10,2000-12-03,67998119.4
725,22B,Q4 00,11,2000-12-10,67998119.4
726,22B,Q4 00,12,2000-12-17,101997179.1
727,22B,Q4 00,13,2000-12-24,101997179.1
728,22B,Q1 01,1,2001-01-01,67942518.545
729,22B,Q1 01,2,2001-01-08,67942518.545
730,22B,Q1 01,3,2001-01-15,67942518.545
731,22B,Q1 01,4,2001-01-22,67942518.545
732,22B,Q1 01,5,2001-01-29,67942518.545
733,22B,Q1 01,6,2001-02-05,67942518.545
734,22B,Q1 01,7,2001-02-12,67942518.545
735,22B,Q1 01,8,2001-02-19,67942518.545
736,22B,Q1 01,9,2001-02-26,74119111.14
737,22B,Q1 01,10,2001-03-05,123531851.9
738,22B,Q1 01,11,2001-03-12,123531851.9
739,22B,Q1 01,12,2001-03-19,185297777.85
740,22B,Q1 01,13,2001-03-26,185297777.85
741,22B,Q2 01,1,2001-04-01,57859269.545
742,22B,Q2 01,2,2001-04-08,57859269.545
743,22B,Q2 01,3,2001-04-15,57859269.545
744,22B,Q2 01,4,2001-04-22,57859269.545
745,22B,Q2 01,5,2001-04-29,57859269.545
746,22B,Q2 01,6,2001-05-06,57859269.545
747,22B,Q2 01,7,2001-05-13,57859269.545
748,22B,Q2 01,8,2001-05-20,57859269.545
749,22B,Q2 01,9,2001-05-27,63119203.14
750,22B,Q2 01,10,2001-06-03,105198671.9
751,22B,Q2 01,11,2001-06-10,105198671.9
752,22B,Q2 01,12,2001-06-17,157798007.85
753,22B,Q2 01,13,2001-06-24,157798007.85
754,22B,Q3 01,1,2001-07-01,125417479.77
755,22B,Q3 01,2,2001-07-08,125417479.77
756,22B,Q3 01,3,2001-07-15,125417479.77
757,22B,Q3 01,4,2001-07-22,125417479.77
758,22B,Q3 01,5,2001-07-29,125417479.77
759,22B,Q3 01,6,2001-08-05,125417479.77
760,22B,Q3 01,7,2001-08-12,125417479.77
761,22B,Q3 01,8,2001-08-19,125417479.77
762,22B,Q3 01,9,2001-08-26,136819068.84
763,22B,Q3 01,10,2001-09-02,228031781.4
764,22B,Q3 01,11,2001-09-09,228031781.4
765,22B,Q3 01,12,2001-09-16,342047672.09999996
766,22B,Q3 01,13,2001-09-23,342047672.09999996
767,22B,Q4 01,1,2001-10-01,94388467.745
768,22B,Q4 01,2,2001-10-08,94388467.745
769,22B,Q4 01,3,2001-10-15,94388467.745
770,22B,Q4 01,4,2001-10-22,94388467.745
771,22B,Q4 01,5,2001-10-29,94388467.745
772,22B,Q4 01,6,2001-11-05,94388467.745
773,22B,Q4 01,7,2001-11-12,94388467.745
774,22B,Q4 01,8,2001-11-19,94388467.745
775,22B,Q4 01,9,2001-11-26,102969237.53999999
776,22B,Q4 01,10,2001-12-03,171615395.9
777,22B,Q4 01,11,2001-12-10,171615395.9
778,22B,Q4 01,12,2001-12-17,257423093.85
779,22B,Q4 01,13,2001-12-24,257423093.85
780,22B,Q1 02,1,2002-01-01,57395642.15
781,22B,Q1 02,2,2002-01-08,57395642.15
782,22B,Q1 02,3,2002-01-15,57395642.15
783,22B,Q1 02,4,2002-01-22,57395642.15
784,22B,Q1 02,5,2002-01-29,57395642.15
785,22B,Q1 02,6,2002-02-05,57395642.15
786,22B,Q1 02,7,2002-02-12,57395642.15
787,22B,Q1 02,8,2002-02-19,57395642.15
788,22B,Q1 02,9,2002-02-26,62613427.8
789,22B,Q1 02,10,2002-03-05,104355713.0
790,22B,Q1 02,11,2002-03-12,104355713.0
791,22B,Q1 02,12,2002-03-19,156533569.5
792,22B,Q1 02,13,2002-03-26,156533569.5
793,22B,Q2 02,1,2002-04-01,117974189.19
794,22B,Q2 02,2,2002-04-08,117974189.19
795,22B,Q2 02,3,2002-04-15,117974189.19
796,22B,Q2 02,4,2002-04-22,117974189.19
797,22B,Q2 02,5,2002-04-29,117974189.19
798,22B,Q2 02,6,2002-05-06,117974189.19
799,22B,Q2 02,7,2002-05-13,117974189.19
800,22B,Q2 02,8,2002-05-20,117974189.19
801,22B,Q2 02,9,2002-05-27,128699115.47999999
802,22B,Q2 02,10,2002-06-03,214498525.8
803,22B,Q2 02,11,2002-06-10,214498525.8
804,22B,Q2 02,12,2002-06-17,321747788.7
805,22B,Q2 02,13,2002-06-24,321747788.7
806,22B,Q3 02,1,2002-07-01,104072807.575
807,22B,Q3 02,2,2002-07-08,104072807.575
808,22B,Q3 02,3,2002-07-15,104072807.575
809,22B,Q3 02,4,2002-07-22,104072807.575
810,22B,Q3 02,5,2002-07-29,104072807.575
811,22B,Q3 02,6,2002-08-05,104072807.575
812,22B,Q3 02,7,2002-08-12,104072807.575
813,22B,Q3 02,8,2002-08-19,104072807.575
814,22B,Q3 02,9,2002-08-26,113533971.89999999
815,22B,Q3 02,10,2002-09-02,189223286.5
816,22B,Q3 02,11,2002-09-09,189223286.5
817,22B,Q3 02,12,2002-09-16,283834929.75
818,22B,Q3 02,13,2002-09-23,283834929.75
819,22B,Q4 02,1,2002-10-01,44716708.025
820,22B,Q4 02,2,2002-10-08,44716708.025
821,22B,Q4 02,3,2002-10-15,44716708.025
822,22B,Q4 02,4,2002-10-22,44716708.025
823,22B,Q4 02,5,2002-10-29,44716708.025
824,22B,Q4 02,6,2002-11-05,44716708.025
825,22B,Q4 02,7,2002-11-12,44716708.025
826,22B,Q4 02,8,2002-11-19,44716708.025
827,22B,Q4 02,9,2002-11-26,48781863.3
828,22B,Q4 02,10,2002-12-03,81303105.5
829,22B,Q4 02,11,2002-12-10,81303105.5
830,22B,Q4 02,12,2002-12-17,121954658.25
831,22B,Q4 02,13,2002-12-24,121954658.25
832,22B,Q1 03,1,2003-01-01,108012620.65
833,22B,Q1 03,2,2003-01-08,108012620.65
834,22B,Q1 03,3,2003-01-15,108012620.65
835,22B,Q1 03,4,2003-01-22,108012620.65
836,22B,Q1 03,5,2003-01-29,108012620.65
837,22B,Q1 03,6,2003-02-05,108012620.65
838,22B,Q1 03,7,2003-02-12,108012620.65
839,22B,Q1 03,8,2003-02-19,108012620.65
840,22B,Q1 03,9,2003-02-26,117831949.8
841,22B,Q1 03,10,2003-03-05,196386583.0
842,22B,Q1 03,11,2003-03-12,196386583.0
843,22B,Q1 03,12,2003-03-19,294579874.5
844,22B,Q1 03,13,2003-03-26,294579874.5
845,22B,Q2 03,1,2003-04-01,89737523.26
846,22B,Q2 03,2,2003-04-08,89737523.26
847,22B,Q2 03,3,2003-04-15,89737523.26
848,22B,Q2 03,4,2003-04-22,89737523.26
849,22B,Q2 03,5,2003-04-29,89737523.26
850,22B,Q2 03,6,2003-05-06,89737523.26
851,22B,Q2 03,7,2003-05-13,89737523.26
852,22B,Q2 03,8,2003-05-20,89737523.26
853,22B,Q2 03,9,2003-05-27,97895479.92
854,22B,Q2 03,10,2003-06-03,163159133.20000002
855,22B,Q2 03,11,2003-06-10,163159133.20000002
856,22B,Q2 03,12,2003-06-17,244738699.79999998
857,22B,Q2 03,13,2003-06-24,244738699.79999998
858,22B,Q3 03,1,2003-07-01,44200263.36
859,22B,Q3 03,2,2003-07-08,44200263.36
860,22B,Q3 03,3,2003-07-15,44200263.36
861,22B,Q3 03,4,2003-07-22,44200263.36
862,22B,Q3 03,5,2003-07-29,44200263.36
863,22B,Q3 03,6,2003-08-05,44200263.36
864,22B,Q3 03,7,2003-08-12,44200263.36
865,22B,Q3 03,8,2003-08-19,44200263.36
866,22B,Q3 03,9,2003-08-26,48218469.12
867,22B,Q3 03,10,2003-09-02,80364115.2
868,22B,Q3 03,11,2003-09-09,80364115.2
869,22B,Q3 03,12,2003-09-16,120546172.8
870,22B,Q3 03,13,2003-09-23,120546172.8
871,22B,Q4 03,1,2003-10-01,49465893.565
872,22B,Q4 03,2,2003-10-08,49465893.565
873,22B,Q4 03,3,2003-10-15,49465893.565
874,22B,Q4 03,4,2003-10-22,49465893.565
875,22B,Q4 03,5,2003-10-29,49465893.565
876,22B,Q4 03,6,2003-11-05,49465893.565
877,22B,Q4 03,7,2003-11-12,49465893.565
878,22B,Q4 03,8,2003-11-19,49465893.565
879,22B,Q4 03,9,2003-11-26,53962792.98
880,22B,Q4 03,10,2003-12-03,89937988.30000001
881,22B,Q4 03,11,2003-12-10,89937988.30000001
882,22B,Q4 03,12,2003-12-17,134906982.45
883,22B,Q4 03,13,2003-12-24,134906982.45
884,23C,Q3 95,1,1995-07-01,258802258.32490045
885,23C,Q3 95,2,1995-07-08,258802258.32490045
886,23C,Q3 95,3,1995-07-15,258802258.32490045
887,23C,Q3 95,4,1995-07-22,258802258.32490045
888,23C,Q3 95,5,1995-07-29,258802258.32490045
889,23C,Q3 95,6,1995-08-05,258802258.32490045
890,23C,Q3 95,7,1995-08-12,258802258.32490045
891,23C,Q3 95,8,1995-08-19,258802258.32490045
892,23C,Q3 95,9,1995-08-26,282329736.3544369
893,23C,Q3 95,10,1995-09-02,470549560.5907281
894,23C,Q3 95,11,1995-09-09,470549560.5907281
895,23C,Q3 95,12,1995-09-16,705824340.8860921
896,23C,Q3 95,13,1995-09-23,705824340.8860921
897,23C,Q4 95,1,1995-10-01,355739574.5016261
898,23C,Q4 95,2,1995-10-08,355739574.5016261
899,23C,Q4 95,3,1995-10-15,355739574.5016261
900,23C,Q4 95,4,1995-10-22,355739574.5016261
901,23C,Q4 95,5,1995-10-29,355739574.5016261
902,23C,Q4 95,6,1995-11-05,355739574.5016261
903,23C,Q4 95,7,1995-11-12,355739574.5016261
904,23C,Q4 95,8,1995-11-19,355739574.5016261
905,23C,Q4 95,9,1995-11-26,388079535.8199557
906,23C,Q4 95,10,1995-12-03,646799226.3665929
907,23C,Q4 95,11,1995-12-10,646799226.3665929
908,23C,Q4 95,12,1995-12-17,970198839.5498893
909,23C,Q4 95,13,1995-12-24,970198839.5498893
910,23C,Q1 96,1,1996-01-01,322689230.1314224
911,23C,Q1 96,2,1996-01-08,322689230.1314224
912,23C,Q1 96,3,1996-01-15,322689230.1314224
913,23C,Q1 96,4,1996-01-22,322689230.1314224
914,23C,Q1 96,5,1996-01-29,322689230.1314224
915,23C,Q1 96,6,1996-02-05,322689230.1314224
916,23C,Q1 96,7,1996-02-12,322689230.1314224
917,23C,Q1 96,8,1996-02-19,322689230.1314224
918,23C,Q1 96,9,1996-02-26,352024614.6888244
919,23C,Q1 96,10,1996-03-04,586707691.1480407
920,23C,Q1 96,11,1996-03-11,586707691.1480407
921,23C,Q1 96,12,1996-03-18,880061536.722061
922,23C,Q1 96,13,1996-03-25,880061536.722061
923,23C,Q2 96,1,1996-04-01,345211935.08151215
924,23C,Q2 96,2,1996-04-08,345211935.08151215
925,23C,Q2 96,3,1996-04-15,345211935.08151215
926,23C,Q2 96,4,1996-04-22,345211935.08151215
927,23C,Q2 96,5,1996-04-29,345211935.08151215
928,23C,Q2 96,6,1996-05-06,345211935.08151215
929,23C,Q2 96,7,1996-05-13,345211935.08151215
930,23C,Q2 96,8,1996-05-20,345211935.08151215
931,23C,Q2 96,9,1996-05-27,376594838.2707405
932,23C,Q2 96,10,1996-06-03,627658063.7845676
933,23C,Q2 96,11,1996-06-10,627658063.7845676
934,23C,Q2 96,12,1996-06-17,941487095.6768513
935,23C,Q2 96,13,1996-06-24,941487095.6768513
936,23C,Q3 96,1,1996-07-01,828033636.8857567
937,23C,Q3 96,2,1996-07-08,828033636.8857567
938,23C,Q3 96,3,1996-07-15,828033636.8857567
939,23C,Q3 96,4,1996-07-22,828033636.8857567
940,23C,Q3 96,5,1996-07-29,828033636.8857567
941,23C,Q3 96,6,1996-08-05,828033636.8857567
942,23C,Q3 96,7,1996-08-12,828033636.8857567
943,23C,Q3 96,8,1996-08-19,828033636.8857567
944,23C,Q3 96,9,1996-08-26,903309422.0571891
945,23C,Q3 96,10,1996-09-02,1505515703.4286487
946,23C,Q3 96,11,1996-09-09,1505515703.4286487
947,23C,Q3 96,12,1996-09-16,2258273555.142973
948,23C,Q3 96,13,1996-09-23,2258273555.142973
949,23C,Q4 96,1,1996-10-01,342415454.5206546
950,23C,Q4 96,2,1996-10-08,342415454.5206546
951,23C,Q4 96,3,1996-10-15,342415454.5206546
952,23C,Q4 96,4,1996-10-22,342415454.5206546
953,23C,Q4 96,5,1996-10-29,342415454.5206546
954,23C,Q4 96,6,1996-11-05,342415454.5206546
955,23C,Q4 96,7,1996-11-12,342415454.5206546
956,23C,Q4 96,8,1996-11-19,342415454.5206546
957,23C,Q4 96,9,1996-11-26,373544132.2043505
958,23C,Q4 96,10,1996-12-03,622573553.6739175
959,23C,Q4 96,11,1996-12-10,622573553.6739175
960,23C,Q4 96,12,1996-12-17,933860330.5108762
961,23C,Q4 96,13,1996-12-24,933860330.5108762
962,23C,Q1 97,1,1997-01-01,281491409.8472444
963,23C,Q1 97,2,1997-01-08,281491409.8472444
964,23C,Q1 97,3,1997-01-15,281491409.8472444
965,23C,Q1 97,4,1997-01-22,281491409.8472444
966,23C,Q1 97,5,1997-01-29,281491409.8472444
967,23C,Q1 97,6,1997-02-05,281491409.8472444
968,23C,Q1 97,7,1997-02-12,281491409.8472444
969,23C,Q1 97,8,1997-02-19,281491409.8472444
970,23C,Q1 97,9,1997-02-26,307081538.0151757
971,23C,Q1 97,10,1997-03-05,511802563.3586262
972,23C,Q1 97,11,1997-03-12,511802563.3586262
973,23C,Q1 97,12,1997-03-19,767703845.0379392
974,23C,Q1 97,13,1997-03-26,767703845.0379392
975,23C,Q2 97,1,1997-04-01,153406511.06497723
976,23C,Q2 97,2,1997-04-08,153406511.06497723
977,23C,Q2 97,3,1997-04-15,153406511.06497723
978,23C,Q2 97,4,1997-04-22,153406511.06497723
979,23C,Q2 97,5,1997-04-29,153406511.06497723
980,23C,Q2 97,6,1997-05-06,153406511.06497723
981,23C,Q2 97,7,1997-05-13,153406511.06497723
982,23C,Q2 97,8,1997-05-20,153406511.06497723
983,23C,Q2 97,9,1997-05-27,167352557.5254297
984,23C,Q2 97,10,1997-06-03,278920929.2090495
985,23C,Q2 97,11,1997-06-10,278920929.2090495
986,23C,Q2 97,12,1997-06-17,418381393.81357425
987,23C,Q2 97,13,1997-06-24,418381393.81357425
988,23C,Q3 97,1,1997-07-01,116430182.61576092
989,23C,Q3 97,2,1997-07-08,116430182.61576092
990,23C,Q3 97,3,1997-07-15,116430182.61576092
991,23C,Q3 97,4,1997-07-22,116430182.61576092
992,23C,Q3 97,5,1997-07-29,116430182.61576092
993,23C,Q3 97,6,1997-08-05,116430182.61576092
994,23C,Q3 97,7,1997-08-12,116430182.61576092
995,23C,Q3 97,8,1997-08-19,116430182.61576092
996,23C,Q3 97,9,1997-08-26,127014744.67173919
997,23C,Q3 97,10,1997-09-02,211691241.11956534
998,23C,Q3 97,11,1997-09-09,211691241.11956534
999,23C,Q3 97,12,1997-09-16,317536861.679348
1000,23C,Q3 97,13,1997-09-23,317536861.679348
1001,23C,Q4 97,1,1997-10-01,271713175.3291346
1002,23C,Q4 97,2,1997-10-08,271713175.3291346
1003,23C,Q4 97,3,1997-10-15,271713175.3291346
1004,23C,Q4 97,4,1997-10-22,271713175.3291346
1005,23C,Q4 97,5,1997-10-29,271713175.3291346
1006,23C,Q4 97,6,1997-11-05,271713175.3291346
1007,23C,Q4 97,7,1997-11-12,271713175.3291346
1008,23C,Q4 97,8,1997-11-19,271713175.3291346
1009,23C,Q4 97,9,1997-11-26,296414373.0863286
1010,23C,Q4 97,10,1997-12-03,494023955.1438811
1011,23C,Q4 97,11,1997-12-10,494023955.1438811
1012,23C,Q4 97,12,1997-12-17,741035932.7158215
1013,23C,Q4 97,13,1997-12-24,741035932.7158215
1014,23C,Q1 98,1,1998-01-01,82331047.49448982
1015,23C,Q1 98,2,1998-01-08,82331047.49448982
1016,23C,Q1 98,3,1998-01-15,82331047.49448982
1017,23C,Q1 98,4,1998-01-22,82331047.49448982
1018,23C,Q1 98,5,1998-01-29,82331047.49448982
1019,23C,Q1 98,6,1998-02-05,82331047.49448982
1020,23C,Q1 98,7,1998-02-12,82331047.49448982
1021,23C,Q1 98,8,1998-02-19,82331047.49448982
1022,23C,Q1 98,9,1998-02-26,89815688.17580707
1023,23C,Q1 98,10,1998-03-05,149692813.62634513
1024,23C,Q1 98,11,1998-03-12,149692813.62634513
1025,23C,Q1 98,12,1998-03-19,224539220.4395177
1026,23C,Q1 98,13,1998-03-26,224539220.4395177
1027,23C,Q2 98,1,1998-04-01,81214538.62066232
1028,23C,Q2 98,2,1998-04-08,81214538.62066232
1029,23C,Q2 98,3,1998-04-15,81214538.62066232
1030,23C,Q2 98,4,1998-04-22,81214538.62066232
1031,23C,Q2 98,5,1998-04-29,81214538.62066232
1032,23C,Q2 98,6,1998-05-06,81214538.62066232
1033,23C,Q2 98,7,1998-05-13,81214538.62066232
1034,23C,Q2 98,8,1998-05-20,81214538.62066232
1035,23C,Q2 98,9,1998-05-27,88597678.49526797
1036,23C,Q2 98,10,1998-06-03,147662797.49211332
1037,23C,Q2 98,11,1998-06-10,147662797.49211332
1038,23C,Q2 98,12,1998-06-17,221494196.23816994
1039,23C,Q2 98,13,1998-06-24,221494196.23816994
1040,23C,Q3 98,1,1998-07-01,83514099.96832006
1041,23C,Q3 98,2,1998-07-08,83514099.96832006
1042,23C,Q3 98,3,1998-07-15,83514099.96832006
1043,23C,Q3 98,4,1998-07-22,83514099.96832006
1044,23C,Q3 98,5,1998-07-29,83514099.96832006
1045,23C,Q3 98,6,1998-08-05,83514099.96832006
1046,23C,Q3 98,7,1998-08-12,83514099.96832006
1047,23C,Q3 98,8,1998-08-19,83514099.96832006
1048,23C,Q3 98,9,1998-08-26,91106290.87453097
1049,23C,Q3 98,10,1998-09-02,151843818.1242183
1050,23C,Q3 98,11,1998-09-09,151843818.1242183
1051,23C,Q3 98,12,1998-09-16,227765727.18632743
1052,23C,Q3 98,13,1998-09-23,227765727.18632743
1053,23C,Q4 98,1,1998-10-01,62360211.17488502
1054,23C,Q4 98,2,1998-10-08,62360211.17488502
1055,23C,Q4 98,3,1998-10-15,62360211.17488502
1056,23C,Q4 98,4,1998-10-22,62360211.17488502
1057,23C,Q4 98,5,1998-10-29,62360211.17488502
1058,23C,Q4 98,6,1998-11-05,62360211.17488502
1059,23C,Q4 98,7,1998-11-12,62360211.17488502
1060,23C,Q4 98,8,1998-11-19,62360211.17488502
1061,23C,Q4 98,9,1998-11-26,68029321.28169274
1062,23C,Q4 98,10,1998-12-03,113382202.13615459
1063,23C,Q4 98,11,1998-12-10,113382202.13615459
1064,23C,Q4 98,12,1998-12-17,170073303.20423186
1065,23C,Q4 98,13,1998-12-24,170073303.20423186
1066,23C,Q1 99,1,1999-01-01,80967262.68412146
1067,23C,Q1 99,2,1999-01-08,80967262.68412146
1068,23C,Q1 99,3,1999-01-15,80967262.68412146
1069,23C,Q1 99,4,1999-01-22,80967262.68412146
1070,23C,Q1 99,5,1999-01-29,80967262.68412146
1071,23C,Q1 99,6,1999-02-05,80967262.68412146
1072,23C,Q1 99,7,1999-02-12,80967262.68412146
1073,23C,Q1 99,8,1999-02-19,80967262.68412146
1074,23C,Q1 99,9,1999-02-26,88327922.9281325
1075,23C,Q1 99,10,1999-03-05,147213204.88022086
1076,23C,Q1 99,11,1999-03-12,147213204.88022086
1077,23C,Q1 99,12,1999-03-19,220819807.32033125
1078,23C,Q1 99,13,1999-03-26,220819807.32033125
1079,23C,Q2 99,1,1999-04-01,43597756.82991156
1080,23C,Q2 99,2,1999-04-08,43597756.82991156
1081,23C,Q2 99,3,1999-04-15,43597756.82991156
1082,23C,Q2 99,4,1999-04-22,43597756.82991156
1083,23C,Q2 99,5,1999-04-29,43597756.82991156
1084,23C,Q2 99,6,1999-05-06,43597756.82991156
1085,23C,Q2 99,7,1999-05-13,43597756.82991156
1086,23C,Q2 99,8,1999-05-20,43597756.82991156
1087,23C,Q2 99,9,1999-05-27,47561189.26899443
1088,23C,Q2 99,10,1999-06-03,79268648.78165738
1089,23C,Q2 99,11,1999-06-10,79268648.78165738
1090,23C,Q2 99,12,1999-06-17,118902973.17248608
1091,23C,Q2 99,13,1999-06-24,118902973.17248608
1092,23C,Q3 99,1,1999-07-01,499526790.95
1093,23C,Q3 99,2,1999-07-08,499526790.95
1094,23C,Q3 99,3,1999-07-15,499526790.95
1095,23C,Q3 99,4,1999-07-22,499526790.95
1096,23C,Q3 99,5,1999-07-29,499526790.95
1097,23C,Q3 99,6,1999-08-05,499526790.95
1098,23C,Q3 99,7,1999-08-12,499526790.95
1099,23C,Q3 99,8,1999-08-19,499526790.95
1100,23C,Q3 99,9,1999-08-26,544938317.4
1101,23C,Q3 99,10,1999-09-02,908230529.0
1102,23C,Q3 99,11,1999-09-09,908230529.0
1103,23C,Q3 99,12,1999-09-16,1362345793.5
1104,23C,Q3 99,13,1999-09-23,1362345793.5
1105,23C,Q4 99,1,1999-10-01,262700495.86
1106,23C,Q4 99,2,1999-10-08,262700495.86
1107,23C,Q4 99,3,1999-10-15,262700495.86
1108,23C,Q4 99,4,1999-10-22,262700495.86
1109,23C,Q4 99,5,1999-10-29,262700495.86
1110,23C,Q4 99,6,1999-11-05,262700495.86
1111,23C,Q4 99,7,1999-11-12,262700495.86
1112,23C,Q4 99,8,1999-11-19,262700495.86
1113,23C,Q4 99,9,1999-11-26,286582359.12
1114,23C,Q4 99,10,1999-12-03,477637265.20000005
1115,23C,Q4 99,11,1999-12-10,477637265.20000005
1116,23C,Q4 99,12,1999-12-17,716455897.8
1117,23C,Q4 99,13,1999-12-24,716455897.8
1118,23C,Q1 00,1,2000-01-01,475462702.055
1119,23C,Q1 00,2,2000-01-08,475462702.055
1120,23C,Q1 00,3,2000-01-15,475462702.055
1121,23C,Q1 00,4,2000-01-22,475462702.055
1122,23C,Q1 00,5,2000-01-29,475462702.055
1123,23C,Q1 00,6,2000-02-05,475462702.055
1124,23C,Q1 00,7,2000-02-12,475462702.055
1125,23C,Q1 00,8,2000-02-19,475462702.055
1126,23C,Q1 00,9,2000-02-26,518686584.06
1127,23C,Q1 00,10,2000-03-04,864477640.1
1128,23C,Q1 00,11,2000-03-11,864477640.1
1129,23C,Q1 00,12,2000-03-18,1296716460.1499999
1130,23C,Q1 00,13,2000-03-25,1296716460.1499999
1131,23C,Q2 00,1,2000-04-01,729248869.415
1132,23C,Q2 00,2,2000-04-08,729248869.415
1133,23C,Q2 00,3,2000-04-15,729248869.415
1134,23C,Q2 00,4,2000-04-22,729248869.415
1135,23C,Q2 00,5,2000-04-29,729248869.415
1136,23C,Q2 00,6,2000-05-06,729248869.415
1137,23C,Q2 00,7,2000-05-13,729248869.415
1138,23C,Q2 00,8,2000-05-20,729248869.415
1139,23C,Q2 00,9,2000-05-27,795544221.18
1140,23C,Q2 00,10,2000-06-03,1325907035.3000002
1141,23C,Q2 00,11,2000-06-10,1325907035.3000002
1142,23C,Q2 00,12,2000-06-17,1988860552.9499998
1143,23C,Q2 00,13,2000-06-24,1988860552.9499998
1144,23C,Q3 00,1,2000-07-01,805033127.69
1145,23C,Q3 00,2,2000-07-08,805033127.69
1146,23C,Q3 00,3,2000-07-15,805033127.69
1147,23C,Q3 00,4,2000-07-22,805033127.69
1148,23C,Q3 00,5,2000-07-29,805033127.69
1149,23C,Q3 00,6,2000-08-05,805033127.69
1150,23C,Q3 00,7,2000-08-12,805033127.69
1151,23C,Q3 00,8,2000-08-19,805033127.69
