,Product ID,Quarter,Week,Date,Weekly Demand
1152,23C,Q3 00,9,2000-08-26,878217957.48
1153,23C,Q3 00,10,2000-09-02,1463696595.8000002
1154,23C,Q3 00,11,2000-09-09,1463696595.8000002
1155,23C,Q3 00,12,2000-09-16,2195544893.7
1156,23C,Q3 00,13,2000-09-23,2195544893.7
1157,23C,Q4 00,1,2000-10-01,275500340.225
1158,23C,Q4 00,2,2000-10-08,275500340.225
1159,23C,Q4 00,3,2000-10-15,275500340.225
1160,23C,Q4 00,4,2000-10-22,275500340.225
1161,23C,Q4 00,5,2000-10-29,275500340.225
1162,23C,Q4 00,6,2000-11-05,275500340.225
1163,23C,Q4 00,7,2000-11-12,275500340.225
1164,23C,Q4 00,8,2000-11-19,275500340.225
1165,23C,Q4 00,9,2000-11-26,300545825.7
1166,23C,Q4 00,10,2000-12-03,500909709.5
1167,23C,Q4 00,11,2000-12-10,500909709.5
1168,23C,Q4 00,12,2000-12-17,751364564.25
1169,23C,Q4 00,13,2000-12-24,751364564.25
1170,23C,Q1 01,1,2001-01-01,169216140.995
1171,23C,Q1 01,2,2001-01-08,169216140.995
1172,23C,Q1 01,3,2001-01-15,169216140.995
1173,23C,Q1 01,4,2001-01-22,169216140.995
1174,23C,Q1 01,5,2001-01-29,169216140.995
1175,23C,Q1 01,6,2001-02-05,169216140.995
1176,23C,Q1 01,7,2001-02-12,169216140.995
1177,23C,Q1 01,8,2001-02-19,169216140.995
1178,23C,Q1 01,9,2001-02-26,184599426.54
1179,23C,Q1 01,10,2001-03-05,307665710.90000004
1180,23C,Q1 01,11,2001-03-12,307665710.90000004
1181,23C,Q1 01,12,2001-03-19,461498566.34999996
1182,23C,Q1 01,13,2001-03-26,461498566.34999996
1183,23C,Q2 01,1,2001-04-01,348525972.90500003
1184,23C,Q2 01,2,2001-04-08,348525972.90500003
1185,23C,Q2 01,3,2001-04-15,348525972.90500003
1186,23C,Q2 01,4,2001-04-22,348525972.90500003
1187,23C,Q2 01,5,2001-04-29,348525972.90500003
1188,23C,Q2 01,6,2001-05-06,348525972.90500003
1189,23C,Q2 01,7,2001-05-13,348525972.90500003
1190,23C,Q2 01,8,2001-05-20,348525972.90500003
1191,23C,Q2 01,9,2001-05-27,380210152.26
1192,23C,Q2 01,10,2001-06-03,633683587.1
1193,23C,Q2 01,11,2001-06-10,633683587.1
1194,23C,Q2 01,12,2001-06-17,950525380.65
1195,23C,Q2 01,13,2001-06-24,950525380.65
1196,23C,Q3 01,1,2001-07-01,267808295.095
1197,23C,Q3 01,2,2001-07-08,267808295.095
1198,23C,Q3 01,3,2001-07-15,267808295.095
1199,23C,Q3 01,4,2001-07-22,267808295.095
1200,23C,Q3 01,5,2001-07-29,267808295.095
1201,23C,Q3 01,6,2001-08-05,267808295.095
1202,23C,Q3 01,7,2001-08-12,267808295.095
1203,23C,Q3 01,8,2001-08-19,267808295.095
1204,23C,Q3 01,9,2001-08-26,292154503.74
1205,23C,Q3 01,10,2001-09-02,486924172.90000004
1206,23C,Q3 01,11,2001-09-09,486924172.90000004
1207,23C,Q3 01,12,2001-09-16,730386259.35
1208,23C,Q3 01,13,2001-09-23,730386259.35
1209,23C,Q4 01,1,2001-10-01,130150919.25
1210,23C,Q4 01,2,2001-10-08,130150919.25
1211,23C,Q4 01,3,2001-10-15,130150919.25
1212,23C,Q4 01,4,2001-10-22,130150919.25
1213,23C,Q4 01,5,2001-10-29,130150919.25
1214,23C,Q4 01,6,2001-11-05,130150919.25
1215,23C,Q4 01,7,2001-11-12,130150919.25
1216,23C,Q4 01,8,2001-11-19,130150919.25
1217,23C,Q4 01,9,2001-11-26,141982821.0
1218,23C,Q4 01,10,2001-12-03,236638035.0
1219,23C,Q4 01,11,2001-12-10,236638035.0
1220,23C,Q4 01,12,2001-12-17,354957052.5
1221,23C,Q4 01,13,2001-12-24,354957052.5
1222,23C,Q1 02,1,2002-01-01,488736453.975
1223,23C,Q1 02,2,2002-01-08,488736453.975
1224,23C,Q1 02,3,2002-01-15,488736453.975
1225,23C,Q1 02,4,2002-01-22,488736453.975
1226,23C,Q1 02,5,2002-01-29,488736453.975
1227,23C,Q1 02,6,2002-02-05,488736453.975
1228,23C,Q1 02,7,2002-02-12,488736453.975
1229,23C,Q1 02,8,2002-02-19,488736453.975
1230,23C,Q1 02,9,2002-02-26,533167040.7
1231,23C,Q1 02,10,2002-03-05,888611734.5
1232,23C,Q1 02,11,2002-03-12,888611734.5
1233,23C,Q1 02,12,2002-03-19,1332917601.75
1234,23C,Q1 02,13,2002-03-26,1332917601.75
1235,23C,Q2 02,1,2002-04-01,602830866.88
1236,23C,Q2 02,2,2002-04-08,602830866.88
1237,23C,Q2 02,3,2002-04-15,602830866.88
1238,23C,Q2 02,4,2002-04-22,602830866.88
1239,23C,Q2 02,5,2002-04-29,602830866.88
1240,23C,Q2 02,6,2002-05-06,602830866.88
1241,23C,Q2 02,7,2002-05-13,602830866.88
1242,23C,Q2 02,8,2002-05-20,602830866.88
1243,23C,Q2 02,9,2002-05-27,657633672.9599999
1244,23C,Q2 02,10,2002-06-03,1096056121.6000001
1245,23C,Q2 02,11,2002-06-10,1096056121.6000001
1246,23C,Q2 02,12,2002-06-17,1644084182.3999999
1247,23C,Q2 02,13,2002-06-24,1644084182.3999999
1248,23C,Q3 02,1,2002-07-01,525430032.05
1249,23C,Q3 02,2,2002-07-08,525430032.05
1250,23C,Q3 02,3,2002-07-15,525430032.05
1251,23C,Q3 02,4,2002-07-22,525430032.05
1252,23C,Q3 02,5,2002-07-29,525430032.05
1253,23C,Q3 02,6,2002-08-05,525430032.05
1254,23C,Q3 02,7,2002-08-12,525430032.05
1255,23C,Q3 02,8,2002-08-19,525430032.05
1256,23C,Q3 02,9,2002-08-26,573196398.6
1257,23C,Q3 02,10,2002-09-02,955327331.0
1258,23C,Q3 02,11,2002-09-09,955327331.0
1259,23C,Q3 02,12,2002-09-16,1432990996.5
1260,23C,Q3 02,13,2002-09-23,1432990996.5
1261,23C,Q4 02,1,2002-10-01,627909860.875
1262,23C,Q4 02,2,2002-10-08,627909860.875
1263,23C,Q4 02,3,2002-10-15,627909860.875
1264,23C,Q4 02,4,2002-10-22,627909860.875
1265,23C,Q4 02,5,2002-10-29,627909860.875
1266,23C,Q4 02,6,2002-11-05,627909860.875
1267,23C,Q4 02,7,2002-11-12,627909860.875
1268,23C,Q4 02,8,2002-11-19,627909860.875
1269,23C,Q4 02,9,2002-11-26,684992575.5
1270,23C,Q4 02,10,2002-12-03,1141654292.5
1271,23C,Q4 02,11,2002-12-10,1141654292.5
1272,23C,Q4 02,12,2002-12-17,1712481438.75
1273,23C,Q4 02,13,2002-12-24,1712481438.75
1274,23C,Q1 03,1,2003-01-01,620860591.45
1275,23C,Q1 03,2,2003-01-08,620860591.45
1276,23C,Q1 03,3,2003-01-15,620860591.45
1277,23C,Q1 03,4,2003-01-22,620860591.45
1278,23C,Q1 03,5,2003-01-29,620860591.45
1279,23C,Q1 03,6,2003-02-05,620860591.45
1280,23C,Q1 03,7,2003-02-12,620860591.45
1281,23C,Q1 03,8,2003-02-19,620860591.45
1282,23C,Q1 03,9,2003-02-26,677302463.4
1283,23C,Q1 03,10,2003-03-05,1128837439.0
1284,23C,Q1 03,11,2003-03-12,1128837439.0
1285,23C,Q1 03,12,2003-03-19,1693256158.5
1286,23C,Q1 03,13,2003-03-26,1693256158.5
1287,23C,Q2 03,1,2003-04-01,205517272.62
1288,23C,Q2 03,2,2003-04-08,205517272.62
1289,23C,Q2 03,3,2003-04-15,205517272.62
1290,23C,Q2 03,4,2003-04-22,205517272.62
1291,23C,Q2 03,5,2003-04-29,205517272.62
1292,23C,Q2 03,6,2003-05-06,205517272.62
1293,23C,Q2 03,7,2003-05-13,205517272.62
1294,23C,Q2 03,8,2003-05-20,205517272.62
1295,23C,Q2 03,9,2003-05-27,224200661.04
1296,23C,Q2 03,10,2003-06-03,373667768.40000004
1297,23C,Q2 03,11,2003-06-10,373667768.40000004
1298,23C,Q2 03,12,2003-06-17,560501652.6
1299,23C,Q2 03,13,2003-06-24,560501652.6
1300,23C,Q3 03,1,2003-07-01,238233225.34
1301,23C,Q3 03,2,2003-07-08,238233225.34
1302,23C,Q3 03,3,2003-07-15,238233225.34
1303,23C,Q3 03,4,2003-07-22,238233225.34
1304,23C,Q3 03,5,2003-07-29,238233225.34
1305,23C,Q3 03,6,2003-08-05,238233225.34
1306,23C,Q3 03,7,2003-08-12,238233225.34
1307,23C,Q3 03,8,2003-08-19,238233225.34
1308,23C,Q3 03,9,2003-08-26,259890791.28
1309,23C,Q3 03,10,2003-09-02,433151318.8
1310,23C,Q3 03,11,2003-09-09,433151318.8
1311,23C,Q3 03,12,2003-09-16,649726978.1999999
1312,23C,Q3 03,13,2003-09-23,649726978.1999999
1313,23C,Q4 03,1,2003-10-01,201840130.8
1314,23C,Q4 03,2,2003-10-08,201840130.8
1315,23C,Q4 03,3,2003-10-15,201840130.8
1316,23C,Q4 03,4,2003-10-22,201840130.8
1317,23C,Q4 03,5,2003-10-29,201840130.8
1318,23C,Q4 03,6,2003-11-05,201840130.8
1319,23C,Q4 03,7,2003-11-12,201840130.8
1320,23C,Q4 03,8,2003-11-19,201840130.8
1321,23C,Q4 03,9,2003-11-26,220189233.6
1322,23C,Q4 03,10,2003-12-03,366982056.0
1323,23C,Q4 03,11,2003-12-10,366982056.0
1324,23C,Q4 03,12,2003-12-17,550473084.0
1325,23C,Q4 03,13,2003-12-24,550473084.0
